,director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,overview,releasedate,duration
3828,Scott Foley,Donald Faison,Greg Grunberg,Dagmara Dominczyk,Comedy|Crime,let's kill ward's wife,"Everyone hates Ward’s wife and wants her dead, Ward most of all. But when his friends’ murderous fantasies turn into an (accidental) reality, they have to deal with a whole new set of problems — like how to dispose of the body and still make their 3 p.m. tee time.",2014-12-23,81.0
3829,Tobe Hooper,Bill Johnson,Lou Perryman,Jim Siedow,Comedy|Horror,the texas chainsaw massacre 2,"Chainsaw-wielding maniac Leatherface is up to his cannibalistic ways once again, along with the rest of his twisted clan, including the equally disturbed Chop-Top. This time, the masked killer has set his sights on pretty disc jockey Vanita ""Stretch"" Brock, who teams up with Texas lawman Lefty Enright to battle the psychopath and his family deep within their lair, a macabre abandoned amusement park.",1986-08-22,101.0
3830,Sam Peckinpah,James Coburn,Bob Dylan,Jason Robards,Biography|Drama|Romance|Western,pat garrett & billy the kid,Pat Garrett is hired as a lawman on behalf of a group of wealthy New Mexico cattle barons to bring down his old friend Billy the Kid.,1973-05-23,106.0
3831,Nicolas Winding Refn,Ryan Gosling,Kristin Scott Thomas,Yayaying Rhatha Phongam,Crime|Drama,only god forgives,"Julian, who runs a Thai boxing club as a front organization for his family's drug smuggling operation, is forced by his mother Crystal to find and kill the individual responsible for his brother's recent death.",2013-05-30,90.0
3832,Christophe Ali,Denis Lavant,Isild Le Besco,Emmanuelle Bercot,Drama,camping sauvage,"Pierre-Louis Cinq-Mars is a successful stockbroker. Everything in his life is well-ordered -- stock investments, luxury car, the latest computer, stylish and tasteful clothes...well-ordered to the point of being utterly predictable.  Jackie Pigeon, the owner of the Camping Pigeon campground, is a go-getter who always gets her way. She conducts her business with a sure hand and everything at the campground runs smoothly. Her life is the complete opposite of Pierre-Louis's -- she's rather messy, of modest means, wears flamboyant and sexy clothes...everything in her life hovers on the edge of bad taste.  Two people from completely different worlds whose paths would not normally have been fated to cross.",2004-07-09,100.0
3833,Gabriela Tagliavini,Maria Conchita Alonso,Kate del Castillo,Camryn Manheim,Comedy,without men,"In a small and remote Latin American mountain village, all the men are recruited to fight in the country's civil war. Left to fend for themselves, the women of the town, led by Rosalba, slowly emerge from their supporting roles as wives and daughters to become unwitting founders of a remarkable new society: an all female utopia.  When the men, led by an American reporter, return to try to reclaim their power, a clash of sexes ensues with unsuspected consequences.",2011-06-29,83.0
3834,Shekar,Bhama,Diganth,Dileep Raj,Comedy|Romance,barfi,"He is cute. He's shrewd. The girls love him. The cops hate him. He can't speak but is always talked about. His naughty antics will make you scream, but he will never listen. Cos he can't! Next summer ride a rollercoaster of emotions with Barfii - the Chalu Chaplin!",2012-09-13,151.0
3835,Shona Auerbach,Gerard Butler,Sharon Small,Jack McElhone,Drama|Romance,dear frankie,"Nine-year-old Frankie and his single mum Lizzie have been on the move ever since Frankie can remember, most recently arriving in a seaside Scottish town. Wanting to protect her deaf son from the truth that they've run away from his father, Lizzie has invented a story that he is away at sea on the HMS Accra. Every few weeks, Lizzie writes Frankie a make-believe letter from his father, telling of his adventures in exotic lands. As Frankie tracks the ship's progress around the globe, he discovers that it is due to dock in his hometown. With the real HMS Accra arriving in only a fortnight, Lizzie must choose between telling Frankie the truth or finding the perfect stranger to play Frankie's father for just one day...",2004-05-18,105.0
3836,Leonard Farlinger,Keith Carradine,Gary Farmer,Stephen McHattie,Western,all hat,"An ex-con returns to his rural Ontario roots and outwits a corrupt and wealthy thoroughbred owner trying to take over a slew of local farms. Ray Dokes, a charming ex-ballplayer, returns from jail to discover the rural landscape of his childhood transformed by urban development. Determined to stay out of trouble, Ray heads to the farm of his old friend Pete Culpepper, a crusty Texas cowboy who trains losing racehorses and whose debts are growing faster than his corn.",2007-09-11,89.0
3837,Michel Leclerc,Sara Forestier,Jacques Gamblin,Zinedine Soualem,Comedy|Drama|Romance,the names of love,"Bahia Benmahmoud, a free-spirited young woman, has a particular way of seeing political engagement, as she doesn't hesitate to sleep with those who don't agree with her to convert them to her cause - which is a lot of people, as all right-leaning people are concerned. Generally, it works pretty well. Until the day she meets Arthur Martin, a discreet forty-something who doesn't like taking risks. She imagines that with a name like that, he's got to be slightly fascist. But names are deceitful and appearances deceiving.",2010-11-24,100.0
3838,Analeine Cal y Mayor,Zoë Kravitz,Douglas Smith,Kim Ly,Comedy|Drama,treading water,"At first glance, Mica seems a perfectly normal boy. But first glances can often be deceiving... For one, Mica's house is now a museum honouring Guillermo Garibai, the legendary Mexican crooner. Mica spends most of his time there, giving guided tours to aging Garibai fans. But stranger still, Mica smells. He smells like fish. Numerous doctors, his life-long therapist and even his own parents are at a loss. No one wants to be Mica's friend. Girls won't talk to him. His life appears pointless, uneventful, doomed. That is, until Laura walks into it.",2013-09-13,92.0
3839,Tom Kalin,Eddie Redmayne,Elena Anaya,Stephen Dillane,Drama,savage grace,"This examination of a famous scandal from the 1970s explores the relationship between Barbara Baekeland and her only son, Antony. Barbara, a lonely social climber unhappily married to the wealthy but remote plastics heir Brooks Baekeland, dotes on Antony, who is homosexual. As Barbara tries to ""cure"" Antony of his sexuality -- sometimes by seducing him herself -- the groundwork is laid for a murderous tragedy.",2007-05-18,97.0
3840,Robert Sarkies,William Kircher,Matthew Sunderland,Paul Glover,Crime|Drama,out of the blue,A young girl whose father is an ex-convict and whose mother is a junkie finds it difficult to conform and tries to find comfort in a quirky combination of Elvis and the punk scene.,1980-05-01,89.0
3841,Hugh Wilson,Steve Guttenberg,Bubba Smith,Michael Winslow,Comedy,police academy,"New rules enforced by the Lady Mayoress mean that sex, weight, height and intelligence need no longer be a factor for joining the Police Force. This opens the floodgates for all and sundry to enter the Police Academy, much to the chagrin of the instructors. Not everyone is there through choice, though. Social misfit Mahoney has been forced to sign up as the only alternative to a jail sentence and it doesn't take long before he falls foul of the boorish Lieutenant Harris. But before long, Mahoney realises that he is enjoying being a police cadet and decides he wants to stay... while Harris decides he wants Mahoney out!",1984-03-22,97.0
3842,Randal Kleiser,Brooke Shields,Christopher Atkins,Leo McKern,Adventure|Drama|Romance,the blue lagoon,"Two small children and a ship's cook survive a shipwreck and find safety on an idyllic tropical island. Soon, however, the cook dies and the young boy and girl are left on their own. Days become years and Emmeline and Richard make a home for themselves surrounded by exotic creatures and nature's beauty. But will they ever see civilization again?",1980-07-05,104.0
3843,Mike Newell,Kristin Scott Thomas,James Fleet,Simon Callow,Comedy|Drama|Romance,four weddings and a funeral,"Over the course of five social occasions, a committed bachelor must consider the notion that he may have discovered love.",1994-03-09,117.0
3844,Amy Heckerling,Jennifer Jason Leigh,Judge Reinhold,Vincent Schiavelli,Comedy|Drama,fast times at ridgemont high,"Based on the real-life adventures chronicled by Cameron Crowe, Fast Times follows a group of high school students growing up in Southern California. Stacy Hamilton and Mark Ratner are looking for a love interest, and are helped along by their older classmates, Linda Barrett and Mike Damone, respectively. At the center of the film is Jeff Spicoli, a perpetually stoned surfer who faces-off with the resolute Mr. Hand—a man convinced that everyone is on dope.",1982-08-13,90.0
3845,John Huston,Royal Dano,Richard Basehart,James Robertson Justice,Adventure|Drama,moby dick,"In 1841, young Ishmael signs up for service abroad the Pequod, a whaler sailing out of New Bedford. The ship is under the command of Captain Ahab, a strict disciplinarian who exhorts his men to find Moby Dick, the great white whale. Ahab lost his his leg to that creature and is desperate for revenge. As the crew soon learns, he will stop at nothing to gain satisfaction.",1956-06-27,116.0
3846,Spike Lee,Philip Seymour Hoffman,Rosario Dawson,Aaron Stanford,Drama,25th hour,"In New York City in the days following the events of 9/11, Monty Brogan is a convicted drug dealer about to start a seven-year prison sentence, and his final hours of freedom are devoted to hanging out with his closest buddies and trying to prepare his girlfriend for his extended absence.",2002-12-19,135.0
3847,unknown,Dan Fogler,Indiana Evans,KaDee Strickland,Crime|Drama,secrets and lies            ,"With both her adoptive parents now dead, a black optometrist decides to make contact with her birth mother, but is shocked to find out that she is white.",1996-05-24,142.0
3848,Lana Wachowski,Christopher Meloni,Kevin Michael Richardson,Peter Spellos,Crime|Drama|Romance|Thriller,bound,"Based on the true life experiences of poet Jimmy Santiago Baca, the film focuses on half-brothers Paco and Cruz, and their bi-racial cousin Miklo. It opens in 1972, as the three are members of an East L.A. gang known as the ""Vatos Locos"", and the story focuses on how a violent crime and the influence of narcotics alter their lives. Miklo is incarcerated and sent to San Quentin, where he makes a ""home"" for himself. Cruz becomes an exceptional artist, but a heroin addiction overcomes him with tragic results. Paco becomes a cop and an enemy to his ""carnal"", Miklo.",1993-02-05,190.0
3849,Darren Aronofsky,Ellen Burstyn,Mark Margolis,Louise Lasser,Drama,requiem for a dream,The hopes and dreams of four ambitious people are shattered when their drug addictions begin spiraling out of control. A look into addiction and how it overcomes the mind and body.,2000-10-06,102.0
